city,state_id,state,county,lat,long,population,density,military,incorporated,capital,timezone,ranking,zips
Ferndale,MI,Michigan,Oakland,42.4592,-83.1314,20033,1995,FALSE,TRUE,FALSE,America/Detroit,3,1
West Chester,PA,Pennsylvania,Chester,39.9601,-75.6058,20029,4188,FALSE,TRUE,FALSE,America/New_York,2,3
Forest Park,GA,Georgia,Clayton,33.6209,-84.359,20020,830,FALSE,TRUE,FALSE,America/New_York,3,3
La Cañada Flintridge,CA,California,Los Angeles,34.2097,-118.2002,20009,895,FALSE,TRUE,FALSE,America/Los_Angeles,3,2
Hauppauge,NY,New York,Suffolk,40.8217,-73.2119,20005,720,FALSE,FALSE,FALSE,America/New_York,3,3
Safford,AZ,Arizona,Graham,32.8317,-109.7005,19987,450,FALSE,TRUE,FALSE,America/Phoenix,3,1
Rocky River,OH,Ohio,Cuyahoga,41.4703,-81.8526,19986,1629,FALSE,TRUE,FALSE,America/New_York,3,1
South San Jose Hills,CA,California,Los Angeles,34.0123,-117.9041,19977,5115,FALSE,FALSE,FALSE,America/Los_Angeles,2,2
El Reno,OK,Oklahoma,Canadian,35.543,-97.966,19965,97,FALSE,TRUE,FALSE,America/Chicago,3,2
Saco,ME,Maine,York,43.539,-70.4624,19964,200,FALSE,TRUE,FALSE,America/New_York,3,1
Fairwood,WA,Washington,King,47.4467,-122.143,19962,1628,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
West St. Paul,MN,Minnesota,Dakota,44.9018,-93.0858,19961,1570,FALSE,TRUE,FALSE,America/Chicago,3,1
Valley,AL,Alabama,Chambers,32.8088,-85.1809,19926,275,FALSE,TRUE,FALSE,America/Chicago,3,2
Orinda,CA,California,Contra Costa,37.8808,-122.1791,19926,598,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Cullman,AL,Alabama,Cullman,34.1777,-86.8407,19920,283,FALSE,TRUE,FALSE,America/Chicago,3,4
Alamo,TX,Texas,Hidalgo,26.1811,-98.1177,19910,1023,FALSE,TRUE,FALSE,America/Chicago,3,1
Sand Springs,OK,Oklahoma,Tulsa,36.1342,-96.1284,19905,396,FALSE,TRUE,FALSE,America/Chicago,3,2
Vernal,UT,Utah,Uintah,40.4517,-109.5379,19893,871,FALSE,TRUE,FALSE,America/Denver,3,2
Laurinburg,NC,North Carolina,Scotland,34.7597,-79.4781,19889,462,FALSE,TRUE,FALSE,America/New_York,3,2
Painesville,OH,Ohio,Lake,41.724,-81.2536,19886,1124,FALSE,TRUE,FALSE,America/New_York,3,1
Lake Zurich,IL,Illinois,Lake,42.1955,-88.087,19877,1122,FALSE,TRUE,FALSE,America/Chicago,3,1
West Hempstead,NY,New York,Nassau,40.6959,-73.6507,19864,2887,FALSE,FALSE,FALSE,America/New_York,2,1
Rosedale,MD,Maryland,Baltimore,39.3266,-76.5084,19842,1111,FALSE,FALSE,FALSE,America/New_York,3,2
Ottawa,IL,Illinois,LaSalle,41.3532,-88.8306,19839,545,FALSE,TRUE,FALSE,America/Chicago,3,1
Meadowbrook,VA,Virginia,Chesterfield,37.4301,-77.474,19811,938,FALSE,FALSE,FALSE,America/New_York,3,2
Casa de Oro-Mount Helix,CA,California,San Diego,32.764,-116.9687,19804,1116,FALSE,TRUE,FALSE,America/Los_Angeles,3,4
Lake Shore,MD,Maryland,Anne Arundel,39.1029,-76.4876,19791,569,FALSE,FALSE,FALSE,America/New_York,3,1
Parma Heights,OH,Ohio,Cuyahoga,41.3865,-81.7637,19790,1823,FALSE,TRUE,FALSE,America/New_York,3,1
Old Jamestown,MO,Missouri,St. Louis,38.8394,-90.2847,19777,511,FALSE,TRUE,FALSE,America/Chicago,3,1
Norwood,OH,Ohio,Hamilton,39.1605,-84.4535,19776,2429,FALSE,TRUE,FALSE,America/New_York,2,2
Makakilo,HI,Hawaii,Honolulu,21.3591,-158.0813,19775,2000,FALSE,FALSE,FALSE,Pacific/Honolulu,3,1
Tahlequah,OK,Oklahoma,Cherokee,35.9116,-94.9773,19773,520,FALSE,TRUE,FALSE,America/Chicago,3,2
Brockport,NY,New York,Monroe,43.2137,-77.9404,19764,1449,FALSE,TRUE,FALSE,America/New_York,3,1
Rockport,TX,Texas,Aransas,28.029,-97.0722,19743,247,FALSE,TRUE,FALSE,America/Chicago,3,2
Franconia,VA,Virginia,Fairfax,38.7682,-77.1587,19720,2188,FALSE,FALSE,FALSE,America/New_York,2,2
Front Royal,VA,Virginia,Warren,38.926,-78.1838,19719,574,FALSE,TRUE,FALSE,America/New_York,3,1
West Mifflin,PA,Pennsylvania,Allegheny,40.3581,-79.9072,19699,535,FALSE,TRUE,FALSE,America/New_York,3,2
La Crescenta-Montrose,CA,California,Los Angeles,34.2322,-118.2353,19689,2217,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Somerton,AZ,Arizona,Yuma,32.6009,-114.699,19684,861,FALSE,TRUE,FALSE,America/Phoenix,3,1
Blythe,CA,California,Riverside,33.622,-114.6188,19682,285,FALSE,TRUE,FALSE,America/Los_Angeles,3,2
Horizon City,TX,Texas,El Paso,31.6799,-106.1903,19642,870,FALSE,TRUE,FALSE,America/Denver,3,1
Eloy,AZ,Arizona,Pinal,32.747,-111.5991,19625,66,FALSE,TRUE,FALSE,America/Phoenix,3,4
Brigham City,UT,Utah,Box Elder,41.5034,-112.0454,19601,308,FALSE,TRUE,FALSE,America/Denver,3,1
Murrysville,PA,Pennsylvania,Westmoreland,40.4456,-79.6555,19590,205,FALSE,TRUE,FALSE,America/New_York,3,3
Brainerd,MN,Minnesota,Crow Wing,46.3553,-94.1982,19583,426,FALSE,TRUE,FALSE,America/Chicago,3,1
Rio Rico,AZ,Arizona,Santa Cruz,31.4957,-110.9886,19581,121,FALSE,FALSE,FALSE,America/Phoenix,3,2
Central Falls,RI,Rhode Island,Providence,41.89,-71.3934,19568,6320,FALSE,TRUE,FALSE,America/New_York,2,1
Haslett,MI,Michigan,Ingham,42.7525,-84.402,19565,490,FALSE,FALSE,FALSE,America/Detroit,3,2
Tullahoma,TN,Tennessee,Coffee,35.3721,-86.2173,19555,322,FALSE,TRUE,FALSE,America/Chicago,3,2
Anna,TX,Texas,Collin,33.347,-96.5503,19541,360,FALSE,TRUE,FALSE,America/Chicago,3,1
Langley Park,MD,Maryland,Prince George's,38.9897,-76.9808,19520,7580,FALSE,FALSE,FALSE,America/New_York,2,2
South Burlington,VT,Vermont,Chittenden,44.4622,-73.2203,19509,456,FALSE,TRUE,FALSE,America/New_York,3,2
North Liberty,IA,Iowa,Johnson,41.7438,-91.611,19501,835,FALSE,TRUE,FALSE,America/Chicago,3,1
Lake Butler,FL,Florida,Orange,28.4868,-81.5453,19499,660,FALSE,FALSE,FALSE,America/New_York,3,1
Schofield Barracks,HI,Hawaii,Honolulu,21.4936,-158.0617,19499,2716,TRUE,TRUE,FALSE,Pacific/Honolulu,2,2
Vincennes,IN,Indiana,Knox,38.676,-87.5102,19498,878,FALSE,TRUE,FALSE,America/Indiana/Vincennes,3,1
Sienna Plantation,TX,Texas,Fort Bend,29.4834,-95.5065,19486,581,FALSE,FALSE,FALSE,America/Chicago,3,2
Holtsville,NY,New York,Suffolk,40.8124,-73.0447,19479,1057,FALSE,FALSE,FALSE,America/New_York,3,3
Abbeville,LA,Louisiana,Vermilion,29.975,-92.1265,19470,768,FALSE,TRUE,FALSE,America/Chicago,3,2
Bourbonnais,IL,Illinois,Kankakee,41.183,-87.878,19462,793,FALSE,TRUE,FALSE,America/Chicago,3,1
Syosset,NY,New York,Nassau,40.8156,-73.502,19453,1509,FALSE,FALSE,FALSE,America/New_York,3,2
Matteson,IL,Illinois,Cook,41.5095,-87.7468,19448,807,FALSE,TRUE,FALSE,America/Chicago,3,2
Lynbrook,NY,New York,Nassau,40.6579,-73.6742,19448,3730,FALSE,TRUE,FALSE,America/New_York,2,1
Angleton,TX,Texas,Brazoria,29.1718,-95.4291,19431,645,FALSE,TRUE,FALSE,America/Chicago,3,2
Castaic,CA,California,Los Angeles,34.4818,-118.6317,19400,1031,FALSE,FALSE,FALSE,America/Los_Angeles,3,2
Canby,OR,Oregon,Clackamas,45.2653,-122.6866,19393,1545,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Wendell,NC,North Carolina,Wake,35.7823,-78.3962,19382,600,FALSE,TRUE,FALSE,America/New_York,3,1
Laconia,NH,New Hampshire,Belknap,43.5724,-71.4775,19371,322,FALSE,TRUE,FALSE,America/New_York,3,1
Silverthorne,CO,Colorado,Summit,39.656,-106.0867,19344,467,FALSE,TRUE,FALSE,America/Denver,3,1
Altamont,OR,Oregon,Klamath,42.1981,-121.7249,19341,920,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Sheridan,WY,Wyoming,Sheridan,44.7962,-106.9643,19320,546,FALSE,TRUE,FALSE,America/Denver,3,1
Hermosa Beach,CA,California,Los Angeles,33.8654,-118.3966,19320,5231,FALSE,TRUE,FALSE,America/Los_Angeles,2,1
Durant,OK,Oklahoma,Bryan,33.9957,-96.3938,19315,270,FALSE,TRUE,FALSE,America/Chicago,3,1
Sylvania,OH,Ohio,Lucas,41.71,-83.7091,19311,1123,FALSE,TRUE,FALSE,America/New_York,3,1
Corning,NY,New York,Steuben,42.147,-77.0561,19296,1319,FALSE,TRUE,FALSE,America/New_York,3,2
Arbutus,MD,Maryland,Baltimore,39.2428,-76.6922,19292,1141,FALSE,FALSE,FALSE,America/New_York,3,1
White Oak,OH,Ohio,Hamilton,39.2106,-84.6061,19271,1196,FALSE,FALSE,FALSE,America/New_York,3,2
Pinole,CA,California,Contra Costa,37.9931,-122.2834,19250,1456,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Erlanger,KY,Kentucky,Kenton,39.0109,-84.5864,19246,888,FALSE,TRUE,FALSE,America/New_York,3,3
Sherrelwood,CO,Colorado,Adams,39.839,-105.0014,19208,3053,FALSE,FALSE,FALSE,America/Denver,2,2
Mineola,NY,New York,Nassau,40.7469,-73.6392,19207,3945,FALSE,TRUE,FALSE,America/New_York,2,1
Carlisle,PA,Pennsylvania,Cumberland,40.1999,-77.2042,19198,1339,FALSE,TRUE,FALSE,America/New_York,3,1
Stevenson Ranch,CA,California,Los Angeles,34.3894,-118.5885,19179,1165,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Liberal,KS,Kansas,Seward,37.0466,-100.9295,19174,647,FALSE,TRUE,FALSE,America/Chicago,3,2
Cameron Park,CA,California,El Dorado,38.6737,-120.9872,19171,659,FALSE,FALSE,FALSE,America/Los_Angeles,3,2
Pinecrest,FL,Florida,Miami-Dade,25.665,-80.3042,19155,992,FALSE,TRUE,FALSE,America/New_York,3,1
Evergreen Park,IL,Illinois,Cook,41.7213,-87.7013,19147,2337,FALSE,TRUE,FALSE,America/Chicago,2,1
Tiffin,OH,Ohio,Seneca,41.1165,-83.1805,19130,988,FALSE,TRUE,FALSE,America/New_York,3,1
Mount Airy,NC,North Carolina,Surry,36.5083,-80.6154,19119,337,FALSE,TRUE,FALSE,America/New_York,3,1
Broadview Heights,OH,Ohio,Cuyahoga,41.3195,-81.6782,19102,565,FALSE,TRUE,FALSE,America/New_York,3,1
Westbrook,ME,Maine,Cumberland,43.6954,-70.3539,19074,428,FALSE,TRUE,FALSE,America/New_York,3,2
Red Bluff,CA,California,Tehama,40.1735,-122.2413,19039,742,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Fox Crossing,WI,Wisconsin,Winnebago,44.2229,-88.4763,19012,598,FALSE,TRUE,FALSE,America/Chicago,3,2
McKeesport,PA,Pennsylvania,Allegheny,40.3419,-79.8439,19009,1454,FALSE,TRUE,FALSE,America/New_York,3,2
Bellaire,TX,Texas,Harris,29.704,-95.4622,18971,2036,FALSE,TRUE,FALSE,America/Chicago,2,2
Onalaska,WI,Wisconsin,La Crosse,43.8881,-91.2074,18943,713,FALSE,TRUE,FALSE,America/Chicago,3,1
Springboro,OH,Ohio,Warren,39.5612,-84.2348,18931,783,FALSE,TRUE,FALSE,America/New_York,3,1
Whitehall,OH,Ohio,Franklin,39.9682,-82.8833,18926,1384,FALSE,TRUE,FALSE,America/New_York,3,3
Sartell,MN,Minnesota,Stearns,45.6187,-94.2207,18926,726,FALSE,TRUE,FALSE,America/Chicago,3,1
Badger,AK,Alaska,Fairbanks North Star,64.8006,-147.3877,18911,111,FALSE,FALSE,FALSE,America/Anchorage,3,2
Five Corners,WA,Washington,Clark,45.6883,-122.5738,18908,1254,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
McAlester,OK,Oklahoma,Pittsburg,34.9262,-95.7698,18896,424,FALSE,TRUE,FALSE,America/Chicago,3,2
La Follette,TN,Tennessee,Campbell,36.3718,-84.1256,18884,525,FALSE,TRUE,FALSE,America/New_York,3,1
Terrell,TX,Texas,Kaufman,32.7341,-96.2939,18869,320,FALSE,TRUE,FALSE,America/Chicago,3,2
Natchitoches,LA,Louisiana,Natchitoches,31.7317,-93.0979,18859,297,FALSE,TRUE,FALSE,America/Chicago,3,4
Twinsburg,OH,Ohio,Summit,41.322,-81.4451,18856,529,FALSE,TRUE,FALSE,America/New_York,3,1
Central Point,OR,Oregon,Jackson,42.3765,-122.911,18848,1850,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Seminole,FL,Florida,Pinellas,27.8435,-82.7839,18838,1407,FALSE,TRUE,FALSE,America/New_York,3,4
Coldwater,MI,Michigan,Branch,41.9465,-84.9989,18832,488,FALSE,TRUE,FALSE,America/Detroit,3,1
St. John,IN,Indiana,Lake,41.4431,-87.47,18796,583,FALSE,TRUE,FALSE,America/Chicago,3,2
Point Pleasant,NJ,New Jersey,Ocean,40.0772,-74.0702,18772,2075,FALSE,TRUE,FALSE,America/New_York,2,1
Marshfield,WI,Wisconsin,Wood,44.6627,-90.1728,18764,522,FALSE,TRUE,FALSE,America/Chicago,3,2
Cimarron Hills,CO,Colorado,El Paso,38.8597,-104.6995,18727,1217,FALSE,FALSE,FALSE,America/Denver,3,3
Alsip,IL,Illinois,Cook,41.6701,-87.7368,18709,1107,FALSE,TRUE,FALSE,America/Chicago,3,1
Port Isabel,TX,Texas,Cameron,26.054,-97.2505,18686,355,FALSE,TRUE,FALSE,America/Chicago,3,1
Bellwood,IL,Illinois,Cook,41.8829,-87.8762,18672,3006,FALSE,TRUE,FALSE,America/Chicago,2,1
Marinette,WI,Wisconsin,Marinette,45.087,-87.6328,18671,580,FALSE,TRUE,FALSE,America/Chicago,3,1
North Valley Stream,NY,New York,Nassau,40.684,-73.7077,18661,3863,FALSE,FALSE,FALSE,America/New_York,2,2
Ansonia,CT,Connecticut,New Haven,41.3443,-73.0689,18654,1196,FALSE,TRUE,FALSE,America/New_York,3,1
Deerfield,IL,Illinois,Lake,42.1654,-87.8516,18646,1301,FALSE,TRUE,FALSE,America/Chicago,3,1
Creve Coeur,MO,Missouri,St. Louis,38.6621,-90.443,18622,699,FALSE,TRUE,FALSE,America/Chicago,3,2
Seabrook,MD,Maryland,Prince George's,38.9802,-76.8502,18616,2335,FALSE,FALSE,FALSE,America/New_York,2,2
Berea,OH,Ohio,Cuyahoga,41.3696,-81.8642,18609,1269,FALSE,TRUE,FALSE,America/New_York,3,1
Cocoa,FL,Florida,Brevard,28.382,-80.7674,18603,538,FALSE,TRUE,FALSE,America/New_York,3,2
Moultrie,GA,Georgia,Colquitt,31.1591,-83.7708,18602,329,FALSE,TRUE,FALSE,America/New_York,3,3
Avenel,NJ,New Jersey,Middlesex,40.5839,-74.272,18592,2062,FALSE,FALSE,FALSE,America/New_York,2,1
Sudley,VA,Virginia,Prince William,38.7878,-77.4961,18575,2601,FALSE,FALSE,FALSE,America/New_York,2,1
Anacortes,WA,Washington,Skagit,48.4878,-122.6292,18563,578,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Winthrop,MA,Massachusetts,Suffolk,42.3751,-70.9847,18544,3597,FALSE,TRUE,FALSE,America/New_York,2,2
Rancho Mirage,CA,California,Riverside,33.7634,-116.4271,18528,282,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Gibsonton,FL,Florida,Hillsborough,27.826,-82.3761,18515,558,FALSE,FALSE,FALSE,America/New_York,3,1
Lynden,WA,Washington,Whatcom,48.9502,-122.4545,18512,1084,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
North Massapequa,NY,New York,Nassau,40.7031,-73.4678,18505,2386,FALSE,FALSE,FALSE,America/New_York,2,1
Gautier,MS,Mississippi,Jackson,30.4106,-88.6568,18490,235,FALSE,TRUE,FALSE,America/Chicago,3,2
Mayfield Heights,OH,Ohio,Cuyahoga,41.5175,-81.4534,18487,1711,FALSE,TRUE,FALSE,America/New_York,3,1
Breaux Bridge,LA,Louisiana,St. Martin,30.2829,-91.9043,18484,407,FALSE,TRUE,FALSE,America/Chicago,3,1
Hopkins,MN,Minnesota,Hennepin,44.9261,-93.4056,18468,1752,FALSE,TRUE,FALSE,America/Chicago,3,2
Defiance,OH,Ohio,Defiance,41.281,-84.3661,18460,512,FALSE,TRUE,FALSE,America/New_York,3,1
Iron Mountain,MI,Michigan,Dickinson,45.8275,-88.0599,18432,374,FALSE,TRUE,FALSE,America/Menominee,3,1
Altus,OK,Oklahoma,Jackson,34.6566,-99.3051,18418,385,FALSE,TRUE,FALSE,America/Chicago,3,2
Bryn Mawr-Skyway,WA,Washington,King,47.4949,-122.2411,18414,2502,FALSE,TRUE,FALSE,America/Los_Angeles,2,1
Uvalde,TX,Texas,Uvalde,29.2153,-99.7782,18406,806,FALSE,TRUE,FALSE,America/Chicago,3,1
Brushy Creek,TX,Texas,Williamson,30.5125,-97.7388,18399,1091,FALSE,FALSE,FALSE,America/Chicago,3,2
Brook Park,OH,Ohio,Cuyahoga,41.4036,-81.8219,18382,943,FALSE,TRUE,FALSE,America/New_York,3,2
North Amityville,NY,New York,Suffolk,40.7005,-73.4118,18382,3014,FALSE,FALSE,FALSE,America/New_York,2,2
Wallingford Center,CT,Connecticut,New Haven,41.4499,-72.8189,18360,976,FALSE,TRUE,FALSE,America/New_York,3,4
Sunnyside,WA,Washington,Yakima,46.3158,-120.0059,18352,859,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
World Golf Village,FL,Florida,St. Johns,29.9653,-81.4898,18327,263,FALSE,TRUE,FALSE,America/New_York,3,2
Sycamore,IL,Illinois,DeKalb,41.9951,-88.6812,18322,719,FALSE,TRUE,FALSE,America/Chicago,3,1
Franklin Farm,VA,Virginia,Fairfax,38.9133,-77.3969,18321,1489,FALSE,TRUE,FALSE,America/New_York,3,2
Chowchilla,CA,California,Madera,37.1095,-120.2349,18310,637,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Ronkonkoma,NY,New York,Suffolk,40.804,-73.1258,18309,903,FALSE,FALSE,FALSE,America/New_York,3,1
Rutherford,NJ,New Jersey,Bergen,40.8203,-74.1057,18303,2541,FALSE,TRUE,FALSE,America/New_York,2,1
Merrifield,VA,Virginia,Fairfax,38.8731,-77.2426,18291,2616,FALSE,FALSE,FALSE,America/New_York,2,6
Newburyport,MA,Massachusetts,Essex,42.8124,-70.8878,18289,845,FALSE,TRUE,FALSE,America/New_York,3,1
Idylwood,VA,Virginia,Fairfax,38.8896,-77.2055,18273,2518,FALSE,FALSE,FALSE,America/New_York,2,2
Kilgore,TX,Texas,Gregg,32.3979,-94.8603,18265,308,FALSE,TRUE,FALSE,America/Chicago,3,2
Radford,VA,Virginia,Radford,37.1229,-80.5587,18249,728,FALSE,TRUE,FALSE,America/New_York,3,3
Palestine,TX,Texas,Anderson,31.7544,-95.6471,18243,352,FALSE,TRUE,FALSE,America/Chicago,3,4
Crawfordsville,IN,Indiana,Montgomery,40.0428,-86.8975,18242,643,FALSE,TRUE,FALSE,America/Indiana/Indianapolis,3,1
Boerne,TX,Texas,Kendall,29.7844,-98.7289,18232,622,FALSE,TRUE,FALSE,America/Chicago,3,1
Hyattsville,MD,Maryland,Prince George's,38.9612,-76.9548,18230,2627,FALSE,TRUE,FALSE,America/New_York,2,3
Lake Placid,FL,Florida,Highlands,27.2977,-81.3715,18227,256,FALSE,TRUE,FALSE,America/New_York,3,2
St. Michael,MN,Minnesota,Wright,45.2014,-93.692,18204,215,FALSE,TRUE,FALSE,America/Chicago,3,2
Maumelle,AR,Arkansas,Pulaski,34.8522,-92.4,18199,582,FALSE,TRUE,FALSE,America/Chicago,3,1
Iselin,NJ,New Jersey,Middlesex,40.5702,-74.317,18175,2201,FALSE,FALSE,FALSE,America/New_York,2,1
Menomonie,WI,Wisconsin,Dunn,44.8893,-91.9084,18159,467,FALSE,TRUE,FALSE,America/Chicago,3,1
Rutland,VT,Vermont,Rutland,43.6091,-72.9782,18131,771,FALSE,TRUE,FALSE,America/New_York,3,2
Imperial,CA,California,Imperial,32.839,-115.5719,18120,1121,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Otsego,MN,Minnesota,Wright,45.266,-93.62,18113,236,FALSE,TRUE,FALSE,America/Chicago,3,3
St. Matthews,KY,Kentucky,Jefferson,38.2497,-85.6383,18105,1597,FALSE,TRUE,FALSE,America/New_York,3,2
Round Lake,IL,Illinois,Lake,42.3435,-88.1058,18100,1257,FALSE,TRUE,FALSE,America/Chicago,3,1
Oxon Hill,MD,Maryland,Prince George's,38.7887,-76.9733,18080,1054,FALSE,FALSE,FALSE,America/New_York,3,3
Beeville,TX,Texas,Bee,28.4059,-97.7494,18068,800,FALSE,TRUE,FALSE,America/Chicago,3,1
North Wilkesboro,NC,North Carolina,Wilkes,36.1728,-81.139,18066,244,FALSE,TRUE,FALSE,America/New_York,3,1
North Aurora,IL,Illinois,Kane,41.8083,-88.3413,18057,962,FALSE,TRUE,FALSE,America/Chicago,3,1
Lithia Springs,GA,Georgia,Douglas,33.781,-84.6485,18054,513,FALSE,FALSE,FALSE,America/New_York,3,1
Bon Air,VA,Virginia,Chesterfield,37.5187,-77.5713,18052,833,FALSE,FALSE,FALSE,America/New_York,3,1
Bensenville,IL,Illinois,DuPage,41.9593,-87.9433,18044,1271,FALSE,TRUE,FALSE,America/Chicago,3,3
Eastlake,OH,Ohio,Lake,41.6581,-81.4323,18042,1089,FALSE,TRUE,FALSE,America/New_York,3,2
Beaver Dam,WI,Wisconsin,Dodge,43.469,-88.8308,18041,868,FALSE,TRUE,FALSE,America/Chicago,3,1
Safety Harbor,FL,Florida,Pinellas,28.008,-82.6964,18016,1412,FALSE,TRUE,FALSE,America/New_York,3,1
Mattoon,IL,Illinois,Coles,39.4775,-88.3624,18016,659,FALSE,TRUE,FALSE,America/Chicago,3,1
Macomb,IL,Illinois,McDonough,40.4721,-90.6816,18006,620,FALSE,TRUE,FALSE,America/Chicago,3,1
North Druid Hills,GA,Georgia,DeKalb,33.8186,-84.3254,18002,1529,FALSE,FALSE,FALSE,America/New_York,3,4
West Columbia,SC,South Carolina,Lexington,33.9931,-81.0932,17998,780,FALSE,TRUE,FALSE,America/New_York,3,2
Sunland Park,NM,New Mexico,Doña Ana,31.8194,-106.5943,17978,533,FALSE,TRUE,FALSE,America/Denver,3,2
Estelle,LA,Louisiana,Jefferson,29.8447,-90.1021,17968,1495,FALSE,FALSE,FALSE,America/Chicago,3,1
Mountain House,CA,California,San Joaquin,37.774,-121.5452,17966,2172,FALSE,FALSE,FALSE,America/Los_Angeles,2,1
San Carlos Park,FL,Florida,Lee,26.4765,-81.8193,17961,1467,FALSE,FALSE,FALSE,America/New_York,3,1
Zachary,LA,Louisiana,East Baton Rouge,30.6642,-91.1634,17949,265,FALSE,TRUE,FALSE,America/Chicago,3,1
Kingsland,GA,Georgia,Camden,30.8194,-81.7217,17949,155,FALSE,TRUE,FALSE,America/New_York,3,1
Marco Island,FL,Florida,Collier,25.933,-81.6993,17947,569,FALSE,TRUE,FALSE,America/New_York,3,3
Ingleside,TX,Texas,San Patricio,27.87,-97.2077,17940,233,FALSE,TRUE,FALSE,America/Chicago,3,2
Humacao,PR,Puerto Rico,Humacao,18.1519,-65.8204,17939,1405,FALSE,FALSE,FALSE,America/Puerto_Rico,3,2
Wantagh,NY,New York,Nassau,40.6686,-73.5104,17915,1806,FALSE,FALSE,FALSE,America/New_York,3,1
Lenoir,NC,North Carolina,Caldwell,35.9096,-81.5247,17913,334,FALSE,TRUE,FALSE,America/New_York,3,2
Burke Centre,VA,Virginia,Fairfax,38.7903,-77.2999,17894,2205,FALSE,TRUE,FALSE,America/New_York,2,1
Perry,GA,Georgia,Houston,32.4719,-83.7282,17894,258,FALSE,TRUE,FALSE,America/New_York,3,1
Hannibal,MO,Missouri,Marion,39.7097,-91.3939,17884,418,FALSE,TRUE,FALSE,America/Chicago,3,1
Menasha,WI,Wisconsin,Winnebago,44.2124,-88.4272,17873,1139,FALSE,TRUE,FALSE,America/Chicago,3,1
Oak Grove,OR,Oregon,Clackamas,45.4156,-122.6349,17872,1770,FALSE,FALSE,FALSE,America/Los_Angeles,3,3
Scarsdale,NY,New York,Westchester,40.9902,-73.7773,17871,1035,FALSE,TRUE,FALSE,America/New_York,3,1
Brenham,TX,Texas,Washington,30.1585,-96.3964,17863,534,FALSE,TRUE,FALSE,America/Chicago,3,2
Ocean Springs,MS,Mississippi,Jackson,30.4082,-88.7861,17862,597,FALSE,TRUE,FALSE,America/Chicago,3,2
Woodcrest,CA,California,Riverside,33.8789,-117.3686,17859,606,FALSE,FALSE,FALSE,America/Los_Angeles,3,4
White Settlement,TX,Texas,Tarrant,32.7554,-97.4605,17851,1368,FALSE,TRUE,FALSE,America/Chicago,3,1
Five Forks,SC,South Carolina,Greenville,34.8069,-82.2271,17844,910,FALSE,FALSE,FALSE,America/New_York,3,1
Knightdale,NC,North Carolina,Wake,35.7918,-78.4955,17843,923,FALSE,TRUE,FALSE,America/New_York,3,2
Ada,OK,Oklahoma,Pontotoc,34.7683,-96.6689,17840,336,FALSE,TRUE,FALSE,America/Chicago,3,2
Crossville,TN,Tennessee,Cumberland,35.9527,-85.0294,17825,222,FALSE,TRUE,FALSE,America/Chicago,3,2
Beltsville,MD,Maryland,Prince George's,39.0394,-76.9211,17812,954,FALSE,FALSE,FALSE,America/New_York,3,4
Colonia,NJ,New Jersey,Middlesex,40.5929,-74.3151,17801,1750,FALSE,FALSE,FALSE,America/New_York,3,1
Moraga,CA,California,Contra Costa,37.8439,-122.1225,17783,725,FALSE,TRUE,FALSE,America/Los_Angeles,3,2
Midway,FL,Florida,Santa Rosa,30.4138,-87.0261,17760,571,FALSE,TRUE,FALSE,America/Chicago,3,1
Steubenville,OH,Ohio,Jefferson,40.3653,-80.652,17753,650,FALSE,TRUE,FALSE,America/New_York,3,2
Tavares,FL,Florida,Lake,28.7921,-81.7353,17749,563,FALSE,TRUE,FALSE,America/New_York,3,1
Belgrade,MT,Montana,Gallatin,45.7796,-111.1751,17743,963,FALSE,TRUE,FALSE,America/Denver,3,1
Takoma Park,MD,Maryland,Montgomery,38.981,-77.0028,17725,3273,FALSE,TRUE,FALSE,America/New_York,2,2
Lackawanna,NY,New York,Erie,42.8182,-78.8326,17720,1044,FALSE,TRUE,FALSE,America/New_York,3,1
Melville,NY,New York,Suffolk,40.7823,-73.4088,17716,565,FALSE,FALSE,FALSE,America/New_York,3,2
Wailuku,HI,Hawaii,Maui,20.8834,-156.5059,17708,1298,FALSE,FALSE,FALSE,Pacific/Honolulu,3,1
Buckhall,VA,Virginia,Prince William,38.725,-77.4472,17708,338,FALSE,FALSE,FALSE,America/New_York,3,3
El Dorado,AR,Arkansas,Union,33.2184,-92.664,17706,420,FALSE,TRUE,FALSE,America/Chicago,3,2
Valle Vista,CA,California,Riverside,33.7436,-116.8872,17663,992,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Cedar Mill,OR,Oregon,Washington,45.5355,-122.8006,17659,2048,FALSE,FALSE,FALSE,America/Los_Angeles,2,2
